Coupling,Acid,Amine,rate,ln rate,e gas_acid_boltz,g gas_acid_boltz,E THF_acid_boltz,G THF_acid_boltz,dipole_acid_boltz,E (HOMO)_acid_boltz,E (LUMO)_acid_boltz,mu_acid_boltz,eta LUMO-HOMO_acid_boltz,omega_acid_boltz,Polarizability (1)_acid_boltz,NBO-C1 C=O_acid_boltz,NBO-O2 C=O_acid_boltz,NBO-O3 O-H,NBO-C4_acid_boltz,NBO-H5 O-H_acid_boltz,NMR-C1 C=O_acid_boltz,NMR-C4_acid_boltz,NMR-H5 O-H_acid_boltz,angle-O2-C1-C4_acid_boltz,Sterimol-L-C1-C4_acid_boltz,Sterimol-B1-C1-C4_acid_boltz,Sterimol-B5-C1-C4_acid_boltz,IR-freq-C=O_acid_boltz,IR-freq-O-H_acid_boltz,Vbur-2.5A_acid_boltz,Vbur-3.0A_acid_boltz,Vbur-2.0A_acid_boltz,e gas_anion_boltz,g gas_anion_boltz,E THF_anion_boltz,G THF_anion_boltz,dipole_anion_boltz,E (HOMO)_anion_boltz,E (LUMO)_anion_boltz,mu_anion_boltz,eta_anion_boltz,omega_anion_boltz,Polarizability (1)_anion_boltz,NBO-C1 C=O_anion_boltz,NBO-C4_anion_boltz,delta_NBO-O2-O3_anion_boltz,ave_NBO-O2-O3_anion_boltz,NMR-C1 C=O_anion_boltz,NMR-C4_anion_boltz,Sterimol-L-C1-C4_anion_boltz,Sterimol-B1-C1-C4_anion_boltz,Sterimol-B5-C1-C4_anion_boltz,IR-freq-CO2_asym-stretch_anion_boltz,IR-freq-CO2_sym-stretch_anion_boltz,Vbur-2.5A_anion_boltz,Vbur-3.0A_anion_boltz,Vbur-2.0A_anion_boltz,e gas_interm_boltz,g gas_interm_boltz,E THF_interm_boltz,G THF_interm_boltz,dipole_interm_boltz,E (HOMO)_interm_boltz,E (LUMO)_interm_boltz,mu_interm_boltz,eta_interm_boltz,omega_interm_boltz,Polarizability (1)_interm_boltz,NBO-C1_interm_boltz,NBO-O2_interm_boltz,NBO-N3_interm_boltz,NBO-C4_interm_boltz,NMR-C1_interm_boltz,NMR-C4_interm_boltz,angle-N3-C1-O2_interm_boltz,angle-N3-C1-C4_interm_boltz,dihedral-C5-N3-C1-O2_interm_boltz,dihedral-C6-N3-C1-O2_interm_boltz,dihedral-C4-C1-N3-C5_interm_boltz,dihedral-C4-C1-N3-C6_interm_boltz,Sterimol-L-C1-C4_interm_boltz,Sterimol-B1-C1-C4_interm_boltz,Sterimol-B5-C1-C4_interm_boltz,IR-freq-C=O_interm_boltz,Vbur-2.5A_interm_boltz,Vbur-3.0A_interm_boltz,Vbur-2.0A_interm_boltz,e gas_amine_boltz,g gas_amine_boltz,E THF_amine_boltz,G THF_amine_boltz,dipole_amine_boltz,E (HOMO)_amine_boltz,E (LUMO)_amine_boltz,mu_amine_boltz,eta_amine_boltz,omega_amine_boltz,Polarizability (1)_amine_boltz,NBO-N1_amine_boltz,NBO-C4_amine_boltz,delta_NBO-H2-H3_amine_boltz,ave_NBO-H2-H3_amine_boltz,NMR-C4_amine_boltz,delta_NMR-H2-H3_amine_boltz,ave_NMR-H2-H3_amine_boltz,pyramidalization N1 (1st)_anion,lone-pair-N1_anion,angle-H2-N1-H3_amine_boltz,delta_angle-C4-N1-H2_C4-N1-H3_amine_boltz,ave_angle-C4-N1-H2_C4-N1-H3_amine_boltz,Sterimol-L-N1-C4_amine_boltz,Sterimol-B1-N1-C4_amine_boltz,Sterimol-B5-N1-C4_amine_boltz,IR-freq-N-H_sym-stretch _amine_boltz,IR-freq-N-H_asym-stretch_amine_boltz,IR-freq-N-H_bend_amine_boltz,Vbur-2.5A_amine_boltz,Vbur-3.0A_amine_boltz,Vbur-2.0A_amine_boltz
Ac8-N6,Ac8,N6,7.8457,2.059959238,-757.7749852,-757.7371168,-757.5994854,-757.561617,3.685997771,-0.323563235,-0.027345534,-0.175449385,0.296217701,0.051961698,75.96192898,0.809668038,-0.613505472,-0.702030766,-0.020251786,0.501951185,10.38694669,24.17531016,25.17463139,124.8559932,5.708366646,1.760964689,3.251984379,1800.233746,3769.942952,68.16835304,49.2458041,87.92076175,-757.224434,-757.20057,-757.1191065,-757.0952425,12.5153,-0.27314,0.01855,-0.12729,0.29169,0.02778,86.5175,0.7705,0.00997,0.03168,-0.79958,9.1354,3.6748,5.78905253,1.756973035,3.24695072,1689.9686,1321.4395,66.27482757,47.08861628,87.17531194,-907.6034592,-907.5245689,-907.3629438,-907.2840535,6.056736024,-0.302920973,-0.046079524,-0.17449914,0.256841448,0.059291966,121.0888471,0.729196514,-0.586030441,-0.487379837,-0.003039553,12.82790605,20.377325,119.8977784,119.5984501,128.6512143,51.00910456,51.34530471,128.9943456,5.668637857,1.801783035,5.087870651,1742.109174,72.67831096,58.30335319,89.08868685,-480.7253645,-480.5675397,-480.4825554,-480.3247306,1.751256887,-0.267075286,-0.019887314,-0.14348195,0.247187972,0.041645584,139.2578667,-0.880405794,-0.210143,0.003515597,0.368050958,139.405671,0.580331644,30.64385272,0.777734725,-0.429213807,106.807428,0.631341866,110.3313565,5.655189822,1.796887292,7.079468286,3498.705843,3576.484395,1663.59863,50.68469736,39.58448318,71.60193211
Ac14-N13,Ac14,N13,10.0267,2.305251535,-3493.473023,-3493.38956,-3493.266416,-3493.182953,1.835172222,-0.299910454,-0.006054445,-0.152982449,0.293856009,0.039822509,132.1073646,0.847316261,-0.619719967,-0.710465088,-0.521884789,0.501061697,-2.322108243,142.3953844,25.33060139,125.7071365,5.693286781,2.107846448,6.370250867,1821.363899,3758.462337,71.16859487,53.94649669,88.79631832,-3492.929363,-3492.860475,-3492.780479,-3492.711591,14.257,-0.25134,0.01251,-0.11942,0.26385,0.02702,149.574,0.81384,-0.53932,0.01258,-0.80557,3.1598,136.6349,5.2773763,1.969684181,6.936284771,1704.3987,1317.3677,67.47095706,49.35497037,87.37861902,-3643.299129,-3643.174197,-3643.031217,-3642.906285,3.662210789,-0.301350438,-0.021629666,-0.161492674,0.279720772,0.046621377,176.0255781,0.771866325,-0.571560174,-0.497209435,-0.515430691,0.035176052,139.8955705,120.6113994,115.3851916,96.58165717,82.67887288,83.34212413,95.85486152,5.532604085,2.463244994,6.464280371,1799.56293,75.86500946,63.27309509,89.91971186,-664.1877278,-664.0764974,-663.9150883,-663.8038579,3.123235666,-0.305652398,-0.007264149,-0.156456281,0.298388248,0.041023592,103.4663377,-0.873835789,-0.211283859,0.001653715,0.368048638,136.600974,0.104946468,30.83464006,0.770831788,-0.384381178,106.9681119,0.016051382,110.6205084,6.306523922,1.744693151,7.683018069,3497.198077,3576.18858,1666.270835,48.68090495,37.1539941,70.70437797
AcA-NA,AcA,NA,14.7900,2.693951277,-822.5100475,-822.2796127,-822.1433143,-821.9128795,5.591382542,-0.304619796,-0.002498072,-0.153558001,0.302121723,0.03902606,143.2177233,0.823045347,-0.613331921,-0.698771487,0.02080733,0.516214895,0.688469964,108.2549438,22.59133066,121.9374858,8.358695838,2.020877718,6.995368236,1845.788952,3662.425702,69.56757904,51.70707363,88.26448592,-821.9599804,-821.7441882,-821.6572072,-821.4414151,18.47923286,-0.258328224,0.010329742,-0.124000328,0.268657967,0.028619066,155.5749722,0.779679977,0.024682196,0.044007779,-0.808870268,0.3668068,102.0647011,7.684348852,2.037639979,7.387460334,1698.156384,1337.679562,68.50206881,50.1136605,88.00001653,-972.335618,-972.0621856,-971.9057052,-971.6322727,3.844736365,-0.29837699,-0.023248471,-0.160814745,0.275128519,0.046997709,182.7862467,0.74056908,-0.57112484,-0.502872169,0.035976169,-3.167651074,108.6515659,120.269862,116.6764305,121.0293549,55.8444288,58.0893811,125.0369603,4.656498703,1.99166729,8.164560532,1786.669247,78.18132308,67.03817847,90.78896284,-574.6478601,-574.4455779,-574.3684208,-574.1661386,2.797850813,-0.30092991,-0.000653161,-0.150790457,0.300276749,0.037864924,119.9148299,-0.885057684,-0.042660182,0.005160492,0.374444255,144.2380683,0.362307368,30.77297869,0.747072931,-0.380411513,107.6906997,0.171851151,111.4644641,7.450277348,1.943601516,7.77676096,3498.219198,3579.176621,1661.552523,49.73084112,38.35813739,71.1430212
AcC-NC,AcC,NC,0.1444,-1.935168053,-914.2020357,-914.0367311,-913.8262896,-913.660985,3.996228746,-0.315460943,-0.013179974,-0.164320458,0.302280969,0.044662394,143.3156773,0.859728099,-0.622778099,-0.711934957,-0.181698981,0.500512534,-7.733162134,130.3521244,25.58000101,125.8652897,5.760068755,3.108782423,7.829864689,1801.901624,3761.182125,75.17800375,60.2527505,90.41566573,-913.6628417,-913.5126146,-913.3428192,-913.1925922,11.72536289,-0.246232234,0.010912205,-0.117658485,0.257144439,0.026921304,161.206303,0.82311976,-0.189035877,0.00065403,-0.801644528,-3.008684952,123.4296987,5.574403094,3.109023496,7.858743462,1708.481009,1331.754778,72.81227425,57.61162418,89.32796206,-1064.028703,-1063.820758,-1063.590717,-1063.382772,5.260049805,-0.303702322,-0.022469873,-0.163083547,0.281232449,0.047292061,184.057591,0.782046683,-0.578865674,-0.500549987,-0.182689097,-5.988164875,128.2220082,119.7979907,116.3667856,72.10380357,108.3987481,107.5586719,71.91185955,5.967171912,3.03859434,7.83578652,1774.825805,80.73656372,69.53166129,92.19354623,-556.1577528,-555.9855067,-555.8908749,-555.7186287,3.924720322,-0.276012602,-0.000466807,-0.138240377,0.275545796,0.034680752,126.5732363,-0.87856375,-0.215776251,0.002101153,0.364846597,150.5193919,0.791703745,30.75087874,0.788550948,-0.379564103,107.0831097,0.48659456,109.6240706,5.364099091,1.731845988,6.028797222,3495.846822,3574.412921,1657.303036,49.87490043,39.29569076,70.93074809
AcE-NE,AcE,NE,0.0165,-4.107429802,-989.2612815,-989.1072546,-988.8567082,-988.7026814,5.152928393,-0.303450901,-0.032680611,-0.168065756,0.27077029,0.052161089,171.9925984,0.827317312,-0.618574951,-0.704849313,-0.165789078,0.501625528,1.863035198,37.82910736,25.41098638,125.0045313,6.437029344,2.123057949,8.882703013,1788.337783,3763.201006,72.70476932,55.91129012,89.38744736,-988.721872,-988.581582,-988.3754745,-988.2351845,12.4689,-0.25734,-0.0072,-0.13227,0.25014,0.03497,187.191,0.77847,-0.07988,0.0245,-0.79133,-5.0625,7.994049997,6.524897595,2.438763581,8.821869668,1666.40805,1369.9,72.98886162,55.41195119,90.37310924,-1139.090509,-1138.894414,-1138.62337,-1138.427274,6.985081572,-0.301063018,-0.039128837,-0.170092745,0.261934181,0.055238516,211.6040882,0.763197237,-0.573250362,-0.52144409,-0.042770746,-0.794551881,31.37861469,120.636748,116.0985597,101.9276495,76.47664043,77.83016273,103.7657769,6.443985964,2.380376376,8.806469425,1769.927622,79.00522081,66.4887265,91.94625674,-781.8398362,-781.6946264,-781.605356,-781.4601463,1.587397147,-0.280486271,-0.001189515,-0.140837225,0.279296756,0.035514199,118.8616485,-0.873984657,-0.229512107,0.001473744,0.367438582,147.8196771,0.260307797,30.86877159,0.779116804,-0.386276955,106.8014111,0.414660572,110.2659787,5.640778501,1.751976453,6.731152096,3494.187686,3572.445807,1663.680387,48.53273714,37.82320897,70.38476821
AcD-ND,AcD,ND,0.0272,-3.604538306,-745.835767,-745.6451032,-745.5024181,-745.3117544,4.731869064,-0.298710926,-0.002779268,-0.150744221,0.295931658,0.038394979,150.9236553,0.847452957,-0.625785401,-0.712142693,-0.332275388,0.500072069,-6.418461378,147.1764378,25.49629255,126.0539926,6.586197677,2.114846274,7.666365134,1812.823631,3757.136448,71.69961207,54.55485657,89.16656137,-745.2927956,-745.1161461,-745.0190678,-744.8424183,15.72884557,-0.259164463,0.010930867,-0.124116323,0.27009533,0.028513424,162.1625669,0.797451034,-0.325999385,0.011017378,-0.819987239,-5.929906582,140.4417223,6.345102875,2.098224467,8.568397714,1672.939562,1341.988129,69.5309592,51.53779364,88.37196693,-895.6618394,-895.4290667,-895.2675861,-895.0348134,4.795486761,-0.299816422,-0.020762479,-0.160288019,0.279053943,0.046033465,192.8036315,0.773204399,-0.578917079,-0.497212542,-0.32935453,-3.81416752,145.0878796,120.1331685,115.6789434,90.60233733,90.23399527,89.50013233,89.66212128,6.904263969,2.254254668,7.330564064,1789.539988,76.46827582,63.93532204,90.22246506,-443.7728639,-443.6015419,-443.5471615,-443.3758395,1.594171024,-0.293438882,0.002182987,-0.145627481,0.295621869,0.035871301,122.7525043,-0.880964713,-0.045090055,0.003648755,0.370535276,120.3081981,0.540930215,30.53926132,0.766676542,-0.379663699,107.5541197,0.521390016,110.5614464,5.569703527,2.133757334,6.051049666,3496.708611,3578.634841,1654.089373,53.76145972,44.15847136,73.1376975
AcB-NB_endo,AcB,NB_endo,0.1627,-1.816154626,-707.9144095,-707.717608,-707.5939476,-707.3971461,3.4107721,-0.307659422,-0.003046305,-0.155354525,0.304613117,0.039614791,127.6292971,0.83957711,-0.623803067,-0.71154599,-0.342269286,0.499762883,-5.19276264,154.6092057,25.41304433,126.157818,8.183580398,1.859806197,7.537510662,1814.12514,3756.978044,70.49859053,52.55743083,88.74797205,-707.369202,-707.187123,-707.1099691,-706.9278901,17.6674,-0.25982,0.01021,-0.1248,0.27003,0.02884,138.588,0.79147,-0.32936,0.00084,-0.81905,-6.2153,150.2309,7.80428564,2.002019067,7.678745514,1667.6549,1301.7033,68.38950094,50.13638415,87.85456854,-857.7408658,-857.5019167,-857.3597752,-857.1208261,4.209991445,-0.305902985,-0.021241362,-0.16357465,0.284661623,0.04699625,170.3165231,0.76586241,-0.575824851,-0.495367965,-0.341898108,-2.409935573,151.9894661,120.4353296,115.1187069,86.44507529,93.33310207,93.0807542,86.07866789,7.758785954,1.879035054,7.5412938,1790.865818,75.01365788,61.65807266,89.72422344,-730.7185176,-730.4258093,-730.3538232,-730.0611149,4.388377761,-0.301096941,-0.001306638,-0.15120179,0.299790303,0.038132015,160.640436,-0.890125248,-0.039226922,0.007898568,0.364431951,141.0106026,0.629921856,30.68554466,0.760888509,-0.37402139,106.864271,1.85471351,111.1733284,8.323555143,1.965330004,8.429819166,3510.79072,3596.592634,1662.349078,55.66899613,46.51336259,73.37984785
AcB-NB_exo,AcB,NB_exo,0.8180,-0.200892942,-707.9144095,-707.717608,-707.5939476,-707.3971461,3.4107721,-0.307659422,-0.003046305,-0.155354525,0.304613117,0.039614791,127.6292971,0.83957711,-0.623803067,-0.71154599,-0.342269286,0.499762883,-5.19276264,154.6092057,25.41304433,126.157818,8.183580398,1.859806197,7.537510662,1814.12514,3756.978044,70.49859053,52.55743083,88.74797205,-707.369202,-707.187123,-707.1099691,-706.9278901,17.6674,-0.25982,0.01021,-0.1248,0.27003,0.02884,138.588,0.79147,-0.32936,0.00084,-0.81905,-6.2153,150.2309,7.80428564,2.002019067,7.678745514,1667.6549,1301.7033,68.38950094,50.13638415,87.85456854,-857.7408658,-857.5019167,-857.3597752,-857.1208261,4.209991445,-0.305902985,-0.021241362,-0.16357465,0.284661623,0.04699625,170.3165231,0.76586241,-0.575824851,-0.495367965,-0.341898108,-2.409935573,151.9894661,120.4353296,115.1187069,86.44507529,93.33310207,93.0807542,86.07866789,7.758785954,1.879035054,7.5412938,1790.865818,75.01365788,61.65807266,89.72422344,-730.7228776,-730.4302518,-730.3587345,-730.0661087,5.217282111,-0.304132082,-0.000447269,-0.152285118,0.303684813,0.038187655,161.7415583,-0.888199692,-0.033865538,0.000197615,0.369420423,143.4942818,0.009656131,31.1208823,0.770065383,-0.381518461,106.9651616,0.040353844,110.6695885,9.522024754,2.225176007,7.270134515,3489.611224,3567.45658,1658.122056,51.39654734,40.55536127,72.15691386
Sunitinib,Sunitinib-acid,Sunitinib-amine,0.0034,-5.698794933,-1052.979503,-1052.763237,-1052.519729,-1052.303464,2.940178026,-0.248457854,-0.057545633,-0.152999327,0.190912221,0.061312144,260.7484886,0.821945235,-0.648270285,-0.716189583,-0.292976694,0.497605367,5.645188169,57.08642759,25.46263629,125.5979319,11.91202946,1.965579651,6.582098382,1766.787848,3769.90516,70.28164033,53.81666133,88.24158367,-1052.434563,-1052.235821,-1052.030565,-1051.831823,22.0887,-0.22086,-0.03993,-0.1304,0.18093,0.04699,277.672,0.84923,-0.27556,0.00281,-0.825065,3.1148,38.872,12.04010933,1.94677908,6.503861962,1665.4607,1331.7629,68.18675228,51.39673332,87.34197071,-1202.802094,-1202.544217,-1202.281931,-1202.024054,6.181888836,-0.25001933,-0.061210571,-0.155616973,0.188808759,0.064128883,309.271727,0.743760149,-0.584279653,-0.492730025,-0.273911687,5.603421339,50.59947593,119.4772308,116.5107047,74.39719837,98.52736242,105.7709158,81.30511897,12.07134627,2.132190635,6.249666966,1728.941424,75.6890518,63.31182355,89.87827881,-347.9008221,-347.7138435,-347.6977015,-347.5107229,2.443086594,-0.26816347,0.003864246,-0.132148611,0.272027717,0.03209947,94.58359172,-0.890103871,-0.201148603,0.00677842,0.364815746,145.5504708,1.267552223,31.03039173,0.790680532,-0.377689477,106.6301247,1.582027248,109.6934307,5.293423176,1.744036664,6.17367462,3485.958535,3562.088043,1665.528852,48.87869701,37.79720358,70.75640906
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
